,m,pt,phi,eta
209,-0.74497676,-0.5981405,-0.8890282,0.9307921
210,-0.6985501,-0.52520883,-1.5971855,-2.637058
211,-0.78404725,-0.6055666,0.3774105,1.2744265
212,-0.67349744,-0.599779,-0.91997826,-0.8824384
213,-0.05486524,0.6762262,0.32858625,-2.3118594
214,0.028173149,1.1593087,1.0107218,1.4382042
215,-0.49145997,-0.5553322,-0.21464643,1.535047
216,-0.27512926,-0.50295794,-1.1445802,-0.34188762
217,-0.8144485,-0.5953878,0.8196136,-0.92181706
218,-0.55016565,-0.5827886,-1.3060309,-0.8415345
219,-0.18250924,-0.4367298,0.36017522,-0.59353817
220,-0.21275884,-0.4630264,-0.8831556,-0.50066876
221,-0.3352583,-0.5184926,1.2997987,-0.72981024
222,-0.3083403,-0.53365755,-0.83920383,0.010022685
223,0.37954804,-0.05495,0.05132979,-1.0787
224,-0.6118752,-0.59480035,-1.264579,0.8640779
225,-0.60260355,-0.594203,-0.8463572,0.8481252
226,0.09640381,0.0034452677,-0.4570351,-0.3651664
227,-0.588326,-0.60364556,1.6318395,0.78549945
228,5.6876087,5.950663,0.61465836,-0.23686594
229,-0.17030162,-0.3701136,-1.3636721,-0.26697567
230,-0.5515127,-0.5888163,0.16391146,1.0959587
231,-0.64422095,-0.60547626,-1.3290812,0.20488596
232,2.4035022,1.8823739,-1.4312598,-0.71612513
233,1.9704212,1.5239561,-1.3848324,1.1676446
234,-0.26738024,-0.39830375,-0.3456299,-1.7166785
235,-0.22663039,-0.42697513,-1.3215452,0.7816367
236,-0.36958873,-0.5359342,-0.23888424,-0.7472228
237,1.4352138,0.6200191,-0.049772114,-1.4502076
238,-0.3871857,-0.5385574,-1.2116494,-0.84046614
239,1.7504674,1.7015829,-1.4204783,-2.0710163
240,-0.29428113,-0.5043709,-0.7482439,0.835201
241,-0.5392109,-0.5487795,-1.383063,1.6123092
242,4.0066123,2.7832932,0.9097265,1.0801418
243,1.4283469,1.3930384,1.4568667,0.09157172
244,-0.6373451,-0.61030686,0.35826287,0.103462666
245,-0.2707159,-0.4541471,-0.22480342,1.1512737
246,-0.42097235,-0.49734223,0.853862,1.8300058
247,-0.6103461,-0.60832965,0.32876217,0.27050382
248,-0.42153168,-0.54340625,0.7357755,1.2431195
249,-0.6927383,-0.5996816,0.15158638,1.5001817
250,0.3306303,0.5728242,1.3815306,0.62080127
251,-0.68616056,-0.6094239,1.4336425,0.8013228
252,-0.3145424,-0.5251566,-0.44987765,-0.32439408
253,1.4351716,1.4514483,0.5682104,1.5973763
254,1.1961454,3.0596318,0.586505,0.012619317
255,-0.7093828,-0.5987152,0.7683119,-0.9738554
256,-0.16476989,-0.35665166,-0.62686265,-1.1430594
257,-0.48874366,-0.58963,0.4083431,-0.048734426
258,-0.46771926,-0.5677217,-0.24015793,1.0204477
259,-0.8216697,-0.61439335,-1.4274681,0.4421932
260,-0.5138893,-0.5962652,0.7644273,-0.4474484
261,-0.010106683,0.53040713,-1.1589992,1.021858
262,-0.32794,-0.49645817,-1.1833218,-1.0820509
263,1.2940707,1.3401837,-0.47148344,-1.0167028
264,-0.37307858,-0.5461427,-0.28813502,0.51169634
265,0.939909,0.9911623,0.5814336,-0.5059043
266,0.45059276,1.4863855,1.2874887,-0.9730439
267,-0.5243776,-0.58606255,0.5441294,-0.8905091
268,-0.7965177,-0.6048299,0.08277053,1.2480409
269,0.08177599,-0.32382333,-0.97726536,0.37934163
270,-0.11927116,-0.417758,1.4683391,-0.5166496
271,-0.48573428,-0.58051944,1.443444,-0.9110683
272,-0.5015291,-0.5819,0.4108433,-0.81849337
273,-0.49436235,-0.5247843,-0.8792765,-1.9697828
274,-0.6950464,-0.59834814,-0.40885416,-1.122002
275,-0.5282419,-0.5869745,-0.88285077,0.7591152
276,-0.409042,-0.5709225,0.89322245,-0.90036106
277,0.64747417,1.5824434,1.3603473,-1.3823357
278,-0.7485632,-0.6024461,0.060676217,-1.0413518
279,0.7374522,1.640346,-1.4824802,0.22734597
280,0.94680756,2.435359,0.31297255,1.1672025
281,2.420363,1.7210513,-0.5477865,-0.6075878
282,-0.7159239,-0.6224158,0.99796104,0.7833576
283,-0.52331746,-0.5782144,-0.70984745,-1.1013174
284,-0.6868355,-0.6027267,-0.33752897,-0.8214445
285,-0.6594032,-0.60385776,0.47347313,-0.7398566
286,2.911478,2.6772594,1.5013623,-1.3503321
287,-0.08751339,-0.1760112,-1.2581955,0.33755854
288,-0.6447104,-0.6071991,1.0635995,-0.84149957
289,1.8872328,1.4399843,0.8775685,0.12242563
290,0.36166555,0.57974356,-1.5272156,-0.44830832
291,-0.7481762,-0.6338049,-1.7046753,-0.8927748
292,1.9541373,1.8005508,-1.3712708,-0.19580892
293,-0.73570824,-0.6069038,0.20091107,-0.7084907
294,-0.18856728,-0.39768553,-0.7079903,0.98186076
295,2.5851824,4.1960564,-1.4675243,0.28860524
296,-0.4966303,-0.58114874,-0.927987,-0.75168943
297,-0.27185547,-0.47632408,-0.004466474,0.7926589
298,0.13972142,-0.26846337,-1.5165299,-0.93912923
299,4.851942,2.8194518,-1.7148141,1.0713853
300,-0.49235904,-0.5940902,1.6947362,0.08238676
301,1.5450413,1.1495473,-0.5007721,-0.2608714
302,-0.428384,-0.5712668,1.6562744,0.7551776
303,-0.35976362,-0.54463506,-0.54038584,0.5095799
304,0.27008098,-0.2087444,-1.316475,-0.73830783
305,-0.52547944,-0.5918137,0.62761515,-0.6798297
306,-0.6328013,-0.60082924,0.8656362,1.31624
307,-0.38393158,-0.5472107,0.55935836,-0.84274817
308,-0.5378145,-0.5414419,0.6978589,1.9153391
309,-0.2352953,-0.47109914,0.8825116,0.8541784
310,-0.10152799,-0.27490246,-1.0606914,-0.46309015
311,-0.65209293,-0.5956316,-1.3992573,-0.9611654
312,-0.55687976,-0.6087396,0.92909765,0.7458272
313,0.18517235,2.101618,-1.4635743,-2.0475166
314,-0.5433928,-0.5927378,-1.64667,0.6510793
315,-0.36656284,-0.52922666,-0.40934905,0.9917214
316,1.0051615,1.022751,-0.4628345,-1.0876623
317,-0.51407516,-0.5827968,-0.7765311,0.8540418
318,0.5756208,0.7685946,0.43436834,-0.12355858
319,-0.5210651,-0.5808227,-0.55705976,1.0014775
320,-0.5873771,-0.60518837,0.3215726,-0.21439457
321,0.24533194,0.28768563,-0.48549142,1.1901144
322,-0.55896175,-0.60222554,0.58333844,0.38236368
323,-0.5744196,-0.6076051,-1.6979655,-0.73327017
324,-0.27364302,-0.5013062,-0.71088934,-0.6465552
325,-0.35432994,-0.52824605,-1.4134864,-0.40336147
326,-0.5837003,-0.6090529,1.3491601,0.46971682
327,-0.6150013,-0.6001468,-0.8065505,-0.59552324
328,1.4851235,1.6249181,-0.5084516,0.71740913
329,-0.509032,-0.57399416,-1.2586564,-0.875211
330,2.0518007,1.1184096,1.2064103,-1.6759814
331,-0.1922186,-0.43835998,-1.0152406,-0.47331306
332,-0.364129,-0.5433116,0.6395095,0.6359481
333,-0.17845559,-0.42943645,0.253514,0.4459047
334,-0.5472288,0.09150684,1.4747119,2.3691654
335,-0.44032562,-0.5739856,-0.7508236,-0.5182928
336,0.16724053,0.44701922,-0.51050425,1.8166441
337,2.6199493,2.1055331,0.81451875,-0.36222336
338,-0.0081781745,1.3503592,0.15007555,1.9717422
339,-0.3088578,-0.5057725,-0.26238266,-0.72222495
340,2.2382426,1.5273921,-0.5218898,-0.6148102
341,-0.39961976,-0.5564711,-0.9749129,0.75895846
342,1.627053,0.975636,-1.3751979,0.66936684
343,-0.5833554,-0.59067833,0.4898412,-1.0658215
344,-0.44269878,-0.53681207,-0.17055747,-1.3906496
345,-0.5001842,-0.59611416,1.30941,0.46407026
346,-0.5441154,-0.5981368,1.2027452,0.8094021
347,1.6791195,0.69635105,0.120036155,-1.2867417
348,1.9905235,2.2771473,0.4068455,0.89264
349,-0.5417377,-0.59207594,1.708784,-0.74508893
350,1.8352926,1.4701935,0.81288826,0.6141925
351,-0.29819918,-0.5194782,-0.48875907,-0.19693643
352,-0.7244792,-0.60016775,-0.5547172,0.72912145
353,0.65929765,1.5000745,-1.4864609,0.071299285
354,-0.39118648,-0.551949,-0.4910551,0.6870917
355,0.12568447,0.9390828,1.2022308,1.1231972
356,-0.07465124,-0.2965827,-0.57840466,0.08771543
357,0.30857688,-0.12206793,0.06306189,-0.46007976
358,-0.66532326,-0.59890354,1.6674417,-0.93999124
359,-0.3356104,-0.54360557,-0.9445144,0.2781204
360,-0.7424551,-0.5958545,1.3437418,-0.92392564
361,-0.47578472,-0.5677483,0.16149151,-0.9934081
362,-0.4533835,-0.56980467,0.058689088,-0.6757288
363,-0.5151949,-0.5874547,0.67619705,-0.838467
364,-0.1589061,-0.40452325,-1.0997034,-0.03485152
365,1.459938,1.7015083,0.4255954,1.0366442
366,0.4029571,0.27652198,1.4654638,-1.060264
367,-0.17717624,-0.47274983,0.9352261,-0.050489873
368,-0.6736659,-0.60488665,1.6296182,-0.6328037
369,1.3480525,1.2337923,0.67055446,0.243201
370,-0.5990851,-0.5992117,0.03257498,0.9978577
371,1.1120708,1.9247419,-0.52761316,0.2137275
372,0.07568365,-0.26067162,0.28245163,-0.63452315
373,-0.46409404,-0.57921505,1.431088,0.9169191
374,-0.7680423,-0.5929102,-0.7358446,1.2836741
375,-0.6421319,-0.6036806,-0.76230717,-0.3130515
376,1.1561542,1.4429661,-1.3896002,1.0031834
377,0.2184293,0.47296304,-0.5390973,0.6683713
378,-0.57615805,-0.5910126,-0.7011045,0.8910296
379,-0.53959,-0.5895122,1.6409069,1.0129675
380,-0.65670955,-0.6022295,-0.9709786,0.4694336
381,-0.45765376,-0.58408916,-1.7368828,0.41214132
382,0.03463596,0.50911343,-1.5412785,0.37797695
383,0.30682945,0.35530645,0.5068417,-0.14219165
384,-0.4949236,-0.58039105,-0.67134285,-0.8066983
385,-0.48159873,-0.5745081,0.09007269,-0.8208897
386,-0.26628548,-0.4234854,1.2375089,1.0354961
387,-0.48986447,-0.57124543,1.0945619,-0.92033994
388,-0.15181375,-0.35149825,0.41999072,1.3889686
389,1.3677909,1.1970576,1.4789582,0.19600718
390,0.74302673,1.3828354,-1.471789,0.5121287
391,-0.23013097,-0.50709534,0.99015653,0.24631134
392,-0.67061734,-0.60881495,-1.593351,0.81210387
393,-0.41088152,-0.5652698,-1.1641554,0.33219117
394,-0.5759803,-0.5876975,1.6906904,-1.1048559
395,-0.27712154,-0.48949993,-0.9592589,-0.891206
396,-0.053940892,-0.14586735,-0.6741073,0.85993063
397,0.7017565,1.9524082,1.2783619,-0.56369805
398,-0.34712476,-0.5445864,-1.0636474,0.39226395
399,-0.23171902,-0.449965,-0.63621056,0.8963269
400,0.8585596,0.2670198,1.5385264,0.46935266
401,-0.529449,-0.58517516,-1.2294327,-0.6305343
402,-0.45119953,-0.34598088,-1.1820604,-2.6088824
403,2.113822,1.1894692,-0.3547831,-1.2410041
404,-0.5479337,-0.5955951,0.43997875,0.7552744
405,-0.5297742,-0.5888641,-0.80849946,-0.69947684
406,-0.60524905,-0.5969235,1.1699003,-0.94156146
407,-0.40005028,-0.53759897,0.5780873,1.1006948
408,-0.5453299,-0.5887548,-1.6432129,0.8091215
409,-0.59832394,-0.60274076,0.28246573,0.81469226
410,-0.5281719,-0.5825331,1.4176629,1.2096764
411,-0.59254503,-0.59315157,-0.8116759,-0.91556
412,-0.5397458,-0.5956105,-1.6859447,-0.7738514
413,-0.5551398,-0.5907742,-0.2792543,-0.7775637
414,-0.44655722,-0.57159054,-0.19492003,0.5757803
415,-0.5289991,-0.5843215,-0.60524535,0.9034265
416,1.1248703,1.6025081,-1.4102234,0.6757946
417,-0.2668833,-0.4505589,0.44384643,1.1849211
418,-1.2513516,-0.5051739,1.286798,-3.122919
419,0.51552117,0.08562344,-1.3620647,-0.50885355
420,0.54287034,0.6460587,-1.4165692,-1.6551514
421,-0.4258893,-0.564183,1.4367378,-0.9273219
422,-0.5359193,-0.5182593,-0.018091768,2.2903175
423,-0.41056556,-0.56002676,-0.19325587,-0.4536092
424,-0.061049044,-0.30199802,1.3748244,0.43915418
425,1.4012295,2.5793257,-1.4569438,-1.0756469
426,2.2080195,1.3579754,-0.5108869,0.352714
427,0.20420235,-0.09308505,-1.5635732,-0.59536433
428,-0.29464126,-0.48936093,-1.2781076,0.84044313
429,-0.64006543,-0.60552144,-0.18583873,0.47063786
430,-0.31780124,-0.5176134,0.26931104,0.4799933
431,-0.60326445,-0.59848905,0.73432106,-0.8553902
432,-0.47160816,-0.5603199,-1.595234,0.927479
433,2.421689,1.5863448,-1.4522417,-0.2327506
434,-0.52713585,-0.58412707,-0.763621,-0.9102229
435,0.19609147,0.38124943,0.3968613,0.7732402
436,-0.18057412,-0.4185648,-0.26541308,-0.5617361
437,-0.70927095,-0.5867065,-1.6662613,1.6748338
438,-0.610608,-0.5985496,-0.2811322,0.8686758
439,0.28148437,-0.056869626,-0.24012282,0.3329007
440,-0.6439966,-0.60398006,-0.76865375,-0.15270099
441,-0.38533658,-0.53915167,0.20697197,-0.87079835
442,-0.30270892,-0.50741184,0.75340426,0.8358742
443,-0.4754929,-0.55552864,-1.3149427,-1.0789638
444,-0.38016856,-0.5580934,-0.9092895,0.43590674
445,-0.39937443,-0.55913556,1.2616022,-0.39403376
446,1.0526628,1.308302,0.40186793,1.0258912
447,-1.1672366,-0.55044246,-0.49326017,-2.752395
448,0.44222784,-0.08341539,-1.02413,1.2045777
449,-0.5732256,-0.59435403,-1.3631428,-0.452741
450,-0.71776545,-0.6000471,0.6331014,1.4517871
451,3.4666371,3.4249587,-0.5691267,0.4975334
452,-0.56197095,-0.5915582,-1.0316718,0.7439742
453,0.71304524,0.24395704,1.5306199,0.7969297
454,-0.44196218,-0.5586772,0.82874775,1.1935238
455,0.12362838,-0.20797932,0.03434539,-0.53796756
456,-0.62572575,-0.5838691,0.42083228,1.64669
457,-0.24987125,-0.30378628,1.2192444,-1.495934
458,-0.4878257,-0.57668555,-0.8145895,-0.8928268
459,-0.408836,-0.55444634,-0.8230877,-0.91394365
460,1.4460123,1.4381026,-0.5128857,0.38921833
461,-0.607689,-0.6065018,0.3418936,0.5721328
462,-0.6665163,-0.5992503,-0.6797509,0.7396574
463,-0.55881727,-0.58408165,-1.15767,1.0388917
464,0.7238836,0.8242984,-1.4089438,-0.79889977
465,-0.6485388,-0.60981905,0.80881006,0.7337762
466,-0.2505564,-0.4999498,1.6692628,-0.89717114
467,-0.29503864,-0.51217425,-1.0872141,0.6165031
468,-0.0057430267,-0.3046223,0.7380351,-1.255769
469,-0.748011,-0.6014173,0.35199195,-1.0139294
470,-0.6910541,-0.60244536,0.70381606,-0.75342107
471,-0.5880681,-0.5932131,-0.9517933,-0.8387855
472,-0.6806389,-0.6043174,-0.47460404,0.20384738
473,-0.5341418,-0.6034107,0.95487404,-0.8534
474,2.4953623,1.2547868,1.2884929,-0.5809121
475,0.8135464,0.84676564,0.64205444,-1.5301932
476,1.0520157,1.553282,1.392314,0.3394535
477,-0.7322935,-0.60411274,-0.2942991,-0.77591586
478,-0.67181265,-0.59849167,-0.7025629,0.8177471
479,0.8370186,0.5987135,-1.3730386,1.2724899
480,-0.47733963,-0.56875837,-1.0708244,1.0350895
481,-0.40977937,-0.5728458,0.92169315,0.737666
482,0.07499519,-0.30184877,-1.0803785,2.1107247
483,-0.8017465,-0.5891894,-0.7622093,-1.6306876
484,1.7841998,1.3462877,0.8795692,0.3202423
485,-0.38025248,-0.4555285,-1.4515892,1.6679127
486,-0.539433,-0.58405817,0.26977605,1.1531783
487,-0.6064081,-0.5766077,-0.90737426,1.5470055
488,0.58739024,1.5240046,-0.6709887,-0.013385102
489,1.8052309,1.8442204,0.61030257,-0.5874456
490,-0.2765532,-0.5100328,1.5880444,0.9281038
491,-0.66335654,-0.600953,0.6738062,-0.84371793
492,-0.41714227,-0.56339407,0.76348054,0.8145726
493,2.6239376,2.1639678,-0.568642,-0.4013932
494,-0.57769096,-0.5943819,0.7016909,1.115799
495,1.5530769,1.3875915,0.7064218,0.13168475
